x1,x2,x3
1.0,0.9027452929509335,1.1906393487589988
1.0,0.9047452929509335,1.1942543299308026
1.0,0.9067452929509335,1.1978773111026062
1.0,0.9087452929509335,1.20150829227441
1.0,0.9107452929509335,1.2051472734462136
1.0,0.9127452929509335,1.2087942546180175
1.0,0.9147452929509335,1.2124492357898211
1.0,0.9167452929509335,1.216112216961625
1.0,0.9187452929509335,1.2197831981334286
1.0,0.9207452929509335,1.2234621793052325
1.0,0.9227452929509335,1.2271491604770361
1.0,0.9247452929509336,1.2308441416488398
1.0,0.9267452929509336,1.2345471228206435
1.0,0.9287452929509336,1.2382581039924474
1.0,0.9307452929509336,1.241977085164251
1.0,0.9327452929509336,1.2457040663360548
1.0,0.9347452929509336,1.2494390475078585
1.0,0.9367452929509336,1.2531820286796622
1.0,0.9387452929509336,1.256933009851466
1.0,0.9407452929509336,1.2606919910232697
1.0,0.9427452929509336,1.2644589721950734
1.0,0.9447452929509336,1.2682339533668772
1.0,0.9467452929509336,1.272016934538681
1.0,0.9487452929509336,1.2758079157104847
1.0,0.9507452929509336,1.2796068968822885
1.0,0.9527452929509336,1.2834138780540922
1.0,0.9547452929509336,1.2872288592258958
1.0,0.9567452929509336,1.2910518403976996
1.0,0.9587452929509336,1.2948828215695034
1.0,0.9607452929509336,1.298721802741307
1.0,0.9627452929509335,1.3025687839131108
1.0,0.9647452929509335,1.3064237650849146
1.0,0.9667452929509335,1.3102867462567183
1.0,0.9687452929509335,1.314157727428522
1.0,0.9707452929509335,1.3180367086003257
1.0,0.9727452929509335,1.3219236897721296
1.0,0.9747452929509335,1.3258186709439332
1.0,0.9767452929509335,1.329721652115737
1.0,0.9787452929509335,1.3336326332875408
1.0,0.9807452929509335,1.3375516144593445
1.0,0.9827452929509335,1.3414785956311481
1.0,0.9847452929509335,1.3454135768029518
1.0,0.9867452929509335,1.3493565579747557
1.0,0.9887452929509335,1.3533075391465594
1.0,0.9907452929509335,1.3572665203183631
1.0,0.9927452929509335,1.3612335014901669
1.0,0.9947452929509335,1.3652084826619706
1.0,0.9967452929509335,1.3691914638337743
1.0,0.9987452929509335,1.373182445005578
1.0,1.0007452929509335,1.3771814261773818
1.0,1.0027452929509335,1.3811884073491856
1.0,1.0047452929509335,1.3852033885209893
1.0,1.0067452929509335,1.389226369692793
1.0,1.0087452929509335,1.3932573508645967
1.0,1.0107452929509335,1.3972963320364005
1.0,1.0127452929509335,1.4013433132082043
1.0,1.0147452929509335,1.4053982943800079
1.0,1.0167452929509335,1.4094612755518117
1.0,1.0187452929509335,1.4135322567236155
1.0,1.0207452929509335,1.417611237895419
1.0,1.0227452929509335,1.4216982190672227
1.0,1.0247452929509335,1.4257932002390266
1.0,1.0267452929509335,1.4298961814108302
1.0,1.0287452929509335,1.434007162582634
1.0,1.0307452929509335,1.4381261437544377
1.0,1.0327452929509335,1.4422531249262416
1.0,1.0347452929509335,1.4463881060980452
1.0,1.0367452929509335,1.450531087269849
1.0,1.0387452929509335,1.4546820684416528
1.0,1.0407452929509335,1.4588410496134565
1.0,1.0427452929509335,1.4630080307852602
1.0,1.0447452929509335,1.467183011957064
1.0,1.0467452929509335,1.4713659931288676
1.0,1.0487452929509335,1.4755569743006713
1.0,1.0507452929509336,1.479755955472475
1.0,1.0527452929509336,1.4839629366442788
1.0,1.0547452929509336,1.4881779178160826
1.0,1.0567452929509336,1.4924008989878863
1.0,1.0587452929509336,1.49663188015969
1.0,1.0607452929509336,1.5008708613314938
1.0,1.0627452929509336,1.5051178425032976
1.0,1.0647452929509336,1.5093728236751014
1.0,1.0667452929509336,1.513635804846905
1.0,1.0687452929509336,1.5179067860187088
1.0,1.0707452929509336,1.5221857671905124
1.0,1.0727452929509336,1.5264727483623162
1.0,1.0747452929509336,1.5307677295341198
1.0,1.0767452929509336,1.5350707107059236
1.0,1.0787452929509336,1.5393816918777274
1.0,1.0807452929509336,1.543700673049531
1.0,1.0827452929509336,1.5480276542213347
1.0,1.0847452929509336,1.5523626353931386
1.0,1.0867452929509336,1.5567056165649422
1.0,1.0887452929509336,1.561056597736746
1.0,1.0907452929509336,1.5654155789085498
1.0,1.0927452929509336,1.5697825600803537
1.0,1.0947452929509336,1.5741575412521573
1.0,1.0967452929509336,1.578540522423961
1.0,1.0987452929509336,1.5829315035957647
1.0,1.1007452929509336,1.5873304847675684
1.0,1.1027452929509336,1.5917374659393722
1.0,1.1047452929509336,1.596152447111176
1.0,1.1067452929509336,1.6005754282829796
1.0,1.1087452929509336,1.6050064094547833
1.0,1.1107452929509336,1.609445390626587
1.0,1.1127452929509336,1.6138923717983908
1.0,1.1147452929509336,1.6183473529701946
1.0,1.1167452929509336,1.6228103341419984
1.0,1.1187452929509336,1.6272813153138022
1.0,1.1207452929509336,1.6317602964856057
1.0,1.1227452929509336,1.6362472776574095
1.0,1.1247452929509336,1.6407422588292133
1.0,1.1267452929509336,1.645245240001017
1.0,1.1287452929509336,1.649756221172821
1.0,1.1307452929509336,1.6542752023446246
1.0,1.1327452929509336,1.6588021835164284
1.0,1.1347452929509336,1.663337164688232
1.0,1.1367452929509336,1.6678801458600359
1.0,1.1387452929509334,1.6724311270318393
1.0,1.1407452929509336,1.6769901082036431
1.0,1.1427452929509334,1.6815570893754468
1.0,1.1447452929509336,1.6861320705472507
1.0,1.1467452929509334,1.6907150517190543
1.0,1.1487452929509336,1.695306032890858
1.0,1.1507452929509334,1.699905014062662
1.0,1.1527452929509336,1.7045119952344656
1.0,1.1547452929509334,1.7091269764062693
1.0,1.1567452929509336,1.713749957578073
1.0,1.1587452929509334,1.7183809387498767
1.0,1.1607452929509336,1.7230199199216805
1.0,1.1627452929509334,1.7276669010934842
1.0,1.1647452929509337,1.732321882265288
1.0,1.1667452929509334,1.7369848634370917
1.0,1.1687452929509337,1.7416558446088954
1.0,1.1707452929509334,1.7463348257806992
1.0,1.1727452929509337,1.7510218069525028
1.0,1.1747452929509334,1.7557167881243068
1.0,1.1767452929509337,1.7604197692961105
1.0,1.1787452929509334,1.7651307504679141
1.0,1.1807452929509337,1.769849731639718
1.0,1.1827452929509334,1.7745767128115215
1.0,1.1847452929509334,1.7793116939833253
1.0,1.1867452929509335,1.784054675155129
1.0,1.1887452929509335,1.7888056563269328
1.0,1.1907452929509335,1.7935646374987364
1.0,1.1927452929509335,1.7983316186705403
1.0,1.1947452929509335,1.803106599842344
1.0,1.1967452929509335,1.8078895810141478
1.0,1.1987452929509335,1.8126805621859514
1.0,1.2007452929509335,1.817479543357755
1.0,1.2027452929509335,1.822286524529559
1.0,1.2047452929509335,1.8271015057013624
1.0,1.2067452929509335,1.8319244868731663
1.0,1.2087452929509335,1.83675546804497
1.0,1.2107452929509335,1.8415944492167737
1.0,1.2127452929509335,1.8464414303885777
1.0,1.2147452929509335,1.8512964115603814
1.0,1.2167452929509335,1.8561593927321849
1.0,1.2187452929509335,1.8610303739039888
1.0,1.2207452929509335,1.8659093550757926
1.0,1.2227452929509335,1.8707963362475963
1.0,1.2247452929509335,1.8756913174193999
1.0,1.2267452929509335,1.8805942985912036
1.0,1.2287452929509335,1.8855052797630074
1.0,1.2307452929509335,1.8904242609348112
1.0,1.2327452929509335,1.895351242106615
1.0,1.2347452929509335,1.9002862232784188
1.0,1.2367452929509335,1.9052292044502224
1.0,1.2387452929509335,1.9101801856220262
1.0,1.2407452929509335,1.9151391667938298
1.0,1.2427452929509335,1.9201061479656336
1.0,1.2447452929509335,1.9250811291374372
1.0,1.2467452929509335,1.930064110309241
1.0,1.2487452929509335,1.9350550914810447
1.0,1.2507452929509335,1.9400540726528486
1.0,1.2527452929509335,1.9450610538246522
1.0,1.2547452929509335,1.950076034996456
1.0,1.2567452929509335,1.9550990161682598
1.0,1.2587452929509335,1.9601299973400634
1.0,1.2607452929509335,1.9651689785118671
1.0,1.2627452929509335,1.9702159596836708
1.0,1.2647452929509335,1.9752709408554745
1.0,1.2667452929509335,1.9803339220272784
1.0,1.2687452929509335,1.9854049031990821
1.0,1.2707452929509335,1.9904838843708859
1.0,1.2727452929509335,1.9955708655426896
1.0,1.2747452929509335,2.0006658467144933
1.0,1.2767452929509335,2.005768827886297
1.0,1.2787452929509335,2.0108798090581006
1.0,1.2807452929509335,2.0159987902299044
1.0,1.2827452929509335,2.0211257714017083
1.0,1.2847452929509335,2.026260752573512
1.0,1.2867452929509335,2.0314037337453157
1.0,1.2887452929509335,2.0365547149171195
1.0,1.2907452929509335,2.041713696088923
1.0,1.2927452929509335,2.046880677260727
1.0,1.2947452929509335,2.052055658432531
1.0,1.2967452929509335,2.0572386396043343
1.0,1.2987452929509335,2.0624296207761383
1.0,1.3007452929509336,2.0676286019479417
1.0,1.3027452929509336,2.072835583119746
1.0,1.3047452929509336,2.078050564291549
1.0,1.3067452929509336,2.0832735454633533
1.0,1.3087452929509336,2.0885045266351567
1.0,1.3107452929509336,2.0937435078069604
1.0,1.3127452929509336,2.0989904889787643
1.0,1.3147452929509336,2.104245470150568
1.0,1.3167452929509336,2.1095084513223714
1.0,1.3187452929509336,2.1147794324941755
1.0,1.3207452929509336,2.120058413665979
1.0,1.3227452929509336,2.125345394837783
1.0,1.3247452929509336,2.1306403760095867
1.0,1.3267452929509336,2.1359433571813904
1.0,1.3287452929509336,2.1412543383531943
1.0,1.3307452929509336,2.146573319524998
1.0,1.3327452929509336,2.1519003006968016
1.0,1.3347452929509336,2.1572352818686054
1.0,1.3367452929509336,2.162578263040409
1.0,1.3387452929509336,2.167929244212213
1.0,1.3407452929509336,2.1732882253840167
1.0,1.3427452929509336,2.1786552065558205
1.0,1.3447452929509336,2.184030187727624
